text,label,source,dialect,predicted,confidence
طب انصرف روح اطلع بحالك علا هالمنظر اني بدا توخدك طير يلا,0,NUHA,Unknown,1,0.9337006
للاسف الدوله النايمه تقاطع المنتج التركي الذي يدافع عن الاسلام بمساعدة الذباب الالكتروني,0,Arabic_Superset,Multi-dialect,1,0.99354315
العيناويين مسوين هاشتاق وجيرانا في الاندية المجاوره مسوين هاشتاق شكرا للعيناويه,0,Arabic_Superset,Multi-dialect,1,0.68409485
السلام عليكم ورحمة الله وبركاته، يا اخوة بغض النظر عن هولاء الروافض، لكن اتمنى ان يكون ولاينا وعداينا فقط لله، فمثلا يفترض هنا الا ننتقد هذا العمل لانه جيد ويزيل المنكر بما يخص هذا الحدث والموقف فقط، فاقصد لا يجرمنكم شنيان قوم على ان لا تعدلوا,0,HijabYT,Unknown,1,0.766923
لشعب بلدك كلب لكل سلطه مبدا وعقيدة قذره والمسمي شرطة,0,Arabic_Superset,Multi-dialect,1,0.99557
رقم انسانه غير محترمه لا هي ولا زوجها اما عن فنها فهو مغمور وماعندها جماهيرية قويه,0,ArabicOffensive_Taxonomy,Unknown,1,0.69432366
اسمعوا ياروافض الكويت ماذا يقول هذا الكلب اول ماسقط صدام كان يقول الكويت دوله مستقله واليوم الكويت جزء من العراق,0,Arabic_Superset,Multi-dialect,1,0.9975419
والبروف ده رسالة الدكتوراه حقتو كانت في انواع بول البعير الصالح للشرب ولا شنو؟,0,ArabicOffensive_Taxonomy|Arabic_Superset|MLMA|MultiDialect_NabilBadri,Multi-dialect|Unknown,1,0.99508554
قال صلى الله عليه وسلم الذي يشرب في اناء الفضة انما يجرجر في بطنه نار جهنم متفق عليه,0,Arabic_Superset,Multi-dialect,1,0.74350756
على حسب رواية الهبلة عبير سليمان اسلام سياسي ارهابي معتدل متطرف للترجمة,0,Arabic_Superset,Multi-dialect,1,0.7170006
احذر عدوك دبه العمر مره وخذ الحذر من صاحبك عشر مرات,0,ArCybC,Unknown,1,0.97790533
العرب همع راسهم العراق ومن ثم سوريا ولبنانو اليمنو مصر,0,ArabicOffensive_Taxonomy|MPOLD,Multi-dialect|Unknown,1,0.6605656
تتحارب امريكا وايران وسياتي الضرب على راس قطر,0,ArabicOffensive_Taxonomy|MPOLD,Multi-dialect|Unknown,1,0.95710355
سواليف وتقليد ومسخرة على بعضنا والوضع بقلب دندره,0,Arabic_Superset,Multi-dialect,1,0.9031859
لا تقولي خسرت ايام عمري كنت في معصميك اسوار شعر وعلى الدرب ضاع منك السوار,0,Arabic_Superset,Multi-dialect,1,0.98811555
كاين وضيع رخيص اشترى بايات الله ارخص الاثمان وهي اغلاها بنظر الرخاص من امثاله، وصدق المتنبي القايل وتكبر في عين الصغير صغارها وتصغر في عين العظيم العظايم,0,Arabic_Superset,Multi-dialect,1,0.8291961
رهف القنون ليست مثال يضرب فيهل النسويات والله اعلم باسباب هروبها ومين اللي حرضها او لعب بعقلها تصرف طايش من طفلة غرر بها حتى تتجرا الجراة هذي وتهرب وهي ما عندها شهادة ولا فلوس ولا اي هدف وجهتها كانت استراليا وفي اقل من يومين تغيرت لكندا,0,Arabic_Superset|arHateDataset,Multi-dialect,1,0.9906724
قبل عام حرك صهيوني يهودي سمى نفسه لورانس العرب العرب ضد الدولة العثمانية الاسلامية ومهد لقيام اسراييل الصغرى واليوم يحرك صبي صهيوني يهودي اسمه كوشنير العرب لتدمير قوتهم بايديهم ليمهد لدولة اسراييل الكبرى,0,Arabic_Superset,Multi-dialect,1,0.91994524
هه عطوه جوه والا تقول لي السليل هاه نضربك على قفاك في اليمن يابغل ولن تجرو على مس ترابنا,0,ArabicDangerous,Unknown,1,0.9959092
خلاص كفاية ميمز عن ان البنات مبتفهمشف الكورة ما انا لو سالت اي ولد عن الميكيب مش هيفهم برضو، ايه المضحك مش فاهمة,0,FemaleSportHate,Unknown,1,0.9761528
حكاية عندها قرن وانت مزالك تجبد وش دخلك دارت دراهم ولا سرقتهم ولا فورناو عليها انت وش مالمرقة حرقت شواربك وتان واش هذا الحركات,0,MAOffens,Unknown,1,0.976534
بلا لكن من يريد ان يتحمل الدماء عسكر مصر لا يقل وحشية عن عسكر بشار القذافي الوضع الحالي قتل بطيء للنظام,0,Arabic_Superset,Multi-dialect,1,0.96106714
؟؟ ماذا يجري في اكبر البلدان العربية وكان مصر بايعه هوى تعمل لدى الصهاينه لعنك الله ايها الصهيوني السيسي,0,Arabic_Superset,Multi-dialect,1,0.94862837
موضوع تسويق لعمل المراه في اي مجال وهو مرفوض من المجتمع الاردني وخاصه بهيك اعمال,0,NUHA,Unknown,1,0.8601782
اسرييل اعلنت الدوله اليهوديه بعدهم مباشره اعلن عن قيام دوله العراق الاسلاميه في الموصل عاصفة الحزم,0,Arabic_Superset,Multi-dialect,1,0.8501311
رجال صدقو ماعاهدو الله به ويخسي كل صهيوني في,0,Arabic_Superset,Multi-dialect,1,0.9152566
لويش احنا لازم نعرف انهم بحلقوا لحيتهم بلا مواخذة شو القصة؟؟ حتى النكبات فيها تميلح كمان,0,Arabic_Superset,Multi-dialect,1,0.72371626
مارتا ذي كل سنه افضل لاعبه، ميسي حقت الحريم هه,0,ArabicOffensive_Taxonomy|Arabic_Superset|MLMA|MultiDialect_NabilBadri,Multi-dialect|Unknown,1,0.7782153
مع العلم كل الرجال خارجين من فرج المراة والى هذا الدرجة يستحقرون النساء ويعتبرونهم عورات وناقصات عقل الى متى تبقى هذا الشعوب على هذا حال من الجهل والنحطط ورجعية لماذا لم تولد البنت بحجاب تولد كما ولد كافى واستحقار واهانة الى المراة والعنصرية ضد المراة,0,HijabYT,Unknown,1,0.72980934
كشف حسابات الدويلة المندسين باسامي سعودية السعودية والامارات خط احمر,0,AdultContent,MSA/Mixed,1,0.9036214
لبسها واضح ضيق عشان كذا خطفها معاه حق صراحه هي متبرجه,0,ArabicOffensive_Taxonomy|Arabic_Superset|MLMA|MultiDialect_NabilBadri,Multi-dialect|Unknown,1,0.9654124
فيلم يمثلك ويمثل من هم على شاكلتكوفخر لكي ولاشكالك قمة في الانحطاط والابتذال والرخص,0,NUHA,Unknown,1,0.745075
بصح الزطلة الدولة دخلها كون تحب مزيدش يدخل غرام منها,0,Algerian_Offensive,Unknown,1,0.94491845
هلاك المولازم هشام محمد جمال عبود هلك بريف ادلب الهالك من درعا قرية غباغب,0,Arabic_Superset,Multi-dialect,1,0.9707893
قلت لك دول الاسلام السياسي اسلام الاخونجية والمبتدعين لا اسلام الطهارة المحمدي الذي نتعطش اليه كلنا بلا شك ولكن وجود بوتقة وطنية جامعة تسمح لحريات الراي والوعي السياسي ونهوض الاحزاب الوطنية هي من تكفل لدين او ايدولوجيا ان تحكم وتحترم من الكل وندافع عنها تحت امن الوطن,0,Arabic_Superset,Multi-dialect,1,0.94911635
حماس لماذا الخساير في المدنيين مقابل خساير اسراييل في الحرب لماذا لم تحفرو ملجا مع كل نفق لسلامة العباد على الاقل لا للتباكي باسم المدنيين,0,Arabic_Superset,Multi-dialect,1,0.99232
فخوره بشو الله يخزيكي ويخزي شكلك يا عره,0,NUHA,Unknown,1,0.9967873
لك جعفر حبيبي انت عندي سوال انا من زمان لما كان خي بدو يضربني بالشحاطة كان يطلب مني انا اروح اختار الشحاطة لبدي اكل قتلي فيهاقلت بسالك دخلك فيني اعمل لجوء,0,NUHA,Unknown,1,0.9547495
انتا وانتي ايوه عمرك لا تفكر تدور على ممثلة او حد مشهور بشبهك اساسا انت بالذات لما امك خلفتك قعد الدكتور يحلفلها يمين انه ما فيك شي,0,Arabic_Superset,Multi-dialect,1,0.988564
لما اتساخفو تقول ماتضحك تراك ما تاثرع مسيرتي في السخافه,0,Arabic_Superset,Multi-dialect,1,0.7063233
نفسي احلل نوع فصيلة دمهم هل هيا فصيلة حمير ولابغال هولاء فقدو الاحساس شعب ميت حي عجبي,0,Fraiwan,Unknown,1,0.98934585
فين الحريه بس عاوزين تتعروا ومزعوجين من الطاهرات اعتبروها حريه,0,HijabYT,Unknown,1,0.9945505
عاشت الجزيرة ممبر من لا ممبر له وخاصة الاسلام,0,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,1,0.9893572
لاحول ولا قوة الا بالله ما هذا المستوى المراة ارقى بان توصف بهاته الاوصاف البذيية فراز,0,Algerian_Offensive,Unknown,1,0.983173
هذا الخبر يذكرني تماما باتهام ايران في حادث منى في الحج,0,AwaneArabizi|Mubarak_AlJazeera|OMCD,MSA/Mixed|Moroccan|Unknown,1,0.54208297
واعر بزافو زيد داك مبولا ديال البارصا سينو دوك عوازا لي جابو راه عاديين لحد الساعة عندهم واحد بوشيليا ديالهم زوين تاهو,0,AfriHate,Unknown,1,0.99216825
بنات فلسطين اشرف من خواتك الله يلعنك خنزير,0,Arabic_Superset,Multi-dialect,1,0.9915519
ونيفو,0,ArabicCyberbullying,Unknown,1,0.934483
بتتحسري بعدين وراكي سنين هلا روحي ادرسي ولك انا جبت بالامتحان سترت علي علامة الميد انتي لا ميدو لاهم يحزنون,0,Arabic_Superset,Multi-dialect,1,0.57141054
والله ما كاين لخرج علي تلاميذ من غيركم لجينه نحصيو شباب لسمحو في دراسه بسبب كم الله يخد الحق في كل ظاليم,0,Moroccan_Darija_v2,Moroccan,1,0.95659876
النايب السابق الضلاعين مبارح حكى بمقابله اكثر من دقايق مع مراسل الجزيره كلمه وحده بتدين داعش ما قال وحتى المراسل ساله وتهرب من الجواب,0,Arabic_Superset,Multi-dialect,1,0.50810975
كل الناس فاهمة الطابق يعني هي جابت شي جديد برنامج مسخرة وفاشل وسفية الحق على الي شاركو فية,0,NUHA,Unknown,1,0.87177014
كفو يا بن زنان يا صليب الراس يالعالمي ياوزير اعلام نادينا,0,OSACT4|OffensEval2020_AR,MSA + mixed dialects|MSA/Mixed,1,0.999114
ميحتاج نطعنكم لانكم ستموتون فقط عند سماعكم اسم قاسم سليماني ثم انكم تتكلمون عن ال,0,ArabicDangerous,Unknown,1,0.9687591
شطاح نيوزلندي من اصل مغربيعالم ذرة يهودي من اصل مغربيوزير اسراييلي من اصل مغربيوزيرة فرنسية من اصل مغربيواش فاهمين شي حاجة,0,AfriHate,Unknown,1,0.50964755
اغتصاب نساء يزيديات عراقيات على يد جنود الاكراد البشمركه وليسوا المجاهدين فكيف بمن يطلب الشهاده ان يفعلها,0,Fraiwan,Unknown,1,0.99031514
مسخرة استغفر الله العظيم واتوب اليهلو ضلت لابسته احسن من لون شعرها لبخزي اورنج صابغه هه,0,NUHA,Unknown,1,0.98771846
يفرضون الوان القوس قزحو يقمعون حرية الدينو التدين زمن الرويبضة,0,HijabYT,Unknown,1,0.9352306
في تجييش مشجعي الانديه الاخرى ضد الهلال حتى وصلت قذارتهم للخليج ،ومن ضمن مخطط اللوبي، تعيين مشجعي فريقهم مسوولين في فرق,0,Arabic_Superset,Multi-dialect,1,0.99708253
امين جعلهن الموت يستاهلن والله لو مسيحيات مو كذاا,0,Arabic_Superset,Multi-dialect,1,0.99595934
تدعون الدفاع عن رسول الله الا رسول الله وتهدمون بيوت الله تناقض ملة الكفر والنفاق مسجد عين الحسين الفلم المسيء للرسول العوامية,0,AbusiveAccounts,Unknown,1,0.72201693
من كام يوم كنا بنتفرج على فيلم قديم بطولة كاميليا البنت عندها حوالى سنه قالت بحب كاميليا جدا قلت لها ماتنسيش انها كانت جاسوسه وخاينه قالت ما يمكن كانو بيضحكو علينا وهى مش جاسوسه ولا حاجه زى ما قالو على قطر ورجعو صالحوها,0,HateDay,Multi-dialect,1,0.975828
وانت كنت معاها الله عليكم كلكم حتدخلو النار,0,ArabicOffensive_Taxonomy,Unknown,1,0.801888
حسبي ونعم الوكيل توانسة ضالمين ضالين يارب ارنا عجايب قدرتك البلد ضالم اهلها,0,Arabic_Superset|MultiDialect_NabilBadri|T-HSAB|TextDetox,Multi-dialect|Tunisian|Unknown,1,0.94160306
خلي الرجال اللي في كل الارض تنحشر بجزيرة معزولة ونخلص من قصة المساواة والحقوق، ولاحدا في الدنيا كلها جايبة سيرة حقوق الرجال حتى الرجال نفسهم مش عارفين انه ممكن يكون الهم حقوق,0,NUHA,Unknown,1,0.99072915
بالله مين يتكلم انتي احرقيني بالاول عشان احرقك ياعيوني,0,ArabicDangerous,Unknown,1,0.65782565
الاصدار المزلزل الدولة الاسلامية تحرر الموصل ترجمان الاساورتي للانتاج الاعلامي في التعليق,0,Fraiwan,Unknown,1,0.99486583
هذا اللي تقول عنه هذا اسمة عبدالله بن زايد ال نهيان وبعدين انته زباله حوثي او حبشي وش دخلك في موضوع الامارات والكويت روح الطم عن الشيعة او خزن قات عند عمك الحوثي,0,ArabicOffensive_Taxonomy,Unknown,1,0.5797321
هذا البنت المغرور به رهف القنون ستعايش مع حياه صعبه استغلاليه فحتي لاتقع بنات اخر في مثل هذه الش,0,SaudiCodeMixing,Unknown,1,0.99744344
ثنتين تافهات شغل فتنة اردني فلسطيني,0,Arabic_Superset,Multi-dialect,1,0.9121669
اما هذا الدعي قبيح يوسف في قلوب الناس مقزز وهو كالمتسولات من النساء في الشوارع لا تبالي بشرف وكرامة المهم مرتزقة كيف تحصل على الدرهم والدينار,0,Arabic_Superset,Multi-dialect,1,0.99363446
الدولة الاسلامية الاصدار المريي الجديد ولو كره ال,0,Fraiwan,Unknown,1,0.99635917
العلمانبة تعني البهيمة واستغلال المراة,0,HijabYT,Unknown,1,0.9944719
ادعس دعسه فاضيه اشوف,0,Arabic_Superset,Multi-dialect,1,0.9994319
الكاسية العارية غير الي مو متحجبه المتحجبة ممكن تكون كاسية العارية يجب التفريق,0,HijabYT,Unknown,1,0.61613375
خراو انتا خراو كل زقو انتا طفل بشخة,0,ArabicCyberbullying,Unknown,1,0.9792228
يقرفها,0,NUHA,Unknown,1,0.9894224
جمال شوعشرين واحد شغال عليها من دهان وتعبايه وبتيجي بتحكي جمال,0,NUHA,Unknown,1,0.8650479
فاذا جاء وعدالاخرة ليسوو وجوههم وليدخلو المسجد كما دخلوه اول مرة وليتبروا ماعلو تتبيرا,0,Arabic_Superset,Multi-dialect,1,0.96825224
انتي بقرة انتي حلوة,0,Arabic_Superset,Multi-dialect,1,0.9879913
وهذا المعمم الرافضي من الحكومه الكوليه خل يفهم هاني حسين وعلي القلاف الي يدافعون عن الجحش الشعبي اضاهر بتردون حماليه,0,Arabic_Superset,Multi-dialect,1,0.97622687
ربنا يكثر من امثالك انا ما بتفرجش على الكره النساييه بس لما شفتها لابسه الحجاب خليتني اتفرج علي الماتش بيقولوا لك حقوق المراه الحقوق لهم هم بس تمام المسلمين لا امال فين الحريه الشخصيه ليهم هم بس عادي خالص الوحده منهوم تخلع التيشرت بتبقى عريانه في الملعب هي دي الحريه الشخصيه عندهم الوحده تعري جسمها اللي يقول لك حريه شخصيه,0,HijabYT,Unknown,1,0.944714
انت تعلم كم تبعد منطقة العظيم في ديالى عن الخالص وهيه من اهم المعاقل للشيعه ولاكن لم يطلقون رصاصه واحده لماذا اليس محير,0,Fraiwan,Unknown,1,0.818193
والله لو القرود السود وبيكرهوههم اليهود غير احبهم بس ناجحين اليهودع فكرة يلي عرفو يبرمجو مخ العرب ويخلوهم يعتبرو ايران عدوهم,0,Arabic_Superset,Multi-dialect,1,0.9076388
القبيسي شخصيه تافهه,0,Arabic_Superset,Multi-dialect,1,0.8470027
عمل مرتب ومهني والمستهدف النسويات وليس المعنفات قطع شريان النسويات,0,Arabic_Superset|arHateDataset,Multi-dialect,1,0.9075956
بايع الكليجا كيف تجريتي ترفعين جوالك بوجه رجل غريب عنك وتصورينه لهدرجه نزع الحياء من بعض البنات نسال الله العفو والسلامه,0,Arabic_Superset,Multi-dialect,1,0.9482941
خالد نزار الحركي وعصابته كانوا سبب في الفتنة لكي ينقلبوا على رييس بمشاركة علي بلحاج الله يرحم شهداء,0,Algerian_Offensive,Unknown,1,0.99375725
كثيره تحكم عالم اليوم ضاربه بعرض الحايط لمخالفة القوانين السماويه والبشرية السمحه هبوط الاخلاق وعبادة المال واحلام السفهاء لعنةانظمه,0,Arabic_Superset,Multi-dialect,1,0.5233219
كانكم يا غرب تستجدون النظام الايراني بالسلمية كانكم لا تعرفون النظام الايراني يبدو انكم اسوا,0,Arabic_Superset,Multi-dialect,1,0.98521715
هه واهلك بنتعشو من وراك واخوانك بتوظفو وبتاخدو مساعدات هه سياسيه عبيطه,0,Arabic_Superset,Multi-dialect,1,0.66928834
يعني حلال عليهمك سلاطين وحرام على الشعب الاولى ان تقطع يدهم التي سرقت اموال بروناي وتم واستثمارها في اروبا هم من يعيشون حياة البذخ وذلك باموال الشعب,0,ArabicOffensive_Taxonomy|MPOLD,Multi-dialect|Unknown,1,0.9951042
مرتزقة الاعلام من صح ارتزاقه او لم يصح فلا خطر منهم ان كان غايتهم المال، المغردون السعوديون ليسوا بحاجة لانصاف رجال ولا اشباه نساء ليقودوه باوامر من اجندات خارجية غير اجندات وطنهم وهنا الخطورة الحقيقية,0,Arabic_Superset,Multi-dialect,1,0.74803555
تدافع عن حقيق المغتصبين وترفع شعار الحكم للمستعمر الغربي ان يتدخل في شوونناانت مثلها، خرقة يستعملونها لتلميع افكارهم,0,NUHA,Unknown,1,0.99692565
انتو كاتبين مدرسة بنات مش مرجلات اش المصخره هاي فش فيهن ولا بنت,0,NUHA,Unknown,1,0.89401793
هاي الشغله للرجال احنا بنعرف ان الشغل للمراه مش عيب ولاكن مو كل شغل مناسب للنساء,0,NUHA,Unknown,1,0.7684939
الكنيسة الارثوذوكسية الروسية تصف الحرب على سوريا بالعادلة,0,Fraiwan,Unknown,1,0.9693475
خينا الفواز دايما مصادرك خرايي متل مخك,0,Arabic_Superset|Let-Mi|TextDetox,Levantine|Multi-dialect|Unknown,1,0.8821248
من المرتد اخي هل المحبسني بنظرك مرتد كافر,0,Arabic_Superset,Multi-dialect,1,0.94829786
السعاده باللهانت واياه عاهات من مخلفات احفاد بني قينقاع وبريطانيا في المملكة الظراطية جوردان,0,NUHA,Unknown,1,0.9929523
